,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
46,"['Dear Wratwood,', 'Thank you for taking your time to give your feedback. ', 'I was delighted to read that you and your family had a good experience. Thank you for your kind comments and high scores. I hope that myself and my team will have the pleasure of welcoming you and your family back to our Restaurant.', 'Warm Regards,', 'Beatriz Machado']",['We are staying eight nights at the Hilton Canary Wharf. We have had dinner twice from Cinnamon. My son’s steak was surprisingly good; by burger was OK; salads were good; I think our favorite was the Chicken Tika Masala. Breakfast buffet is included with our room and is very good and varied.'], July 2018,g186338-d1386832-r599798750,g186338-d1386832,[],[],5,26 July 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '40'], ['thumbs-up-fill', '8']]","['Chicago, Illinois']",wratwood,Family Dining at Cinnamon,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r599798750-Cinnamon_Restaurant_and_Bar-London_England.html
47,"['Dear Jolien K,', 'Thank you for choosing the Cinnamon Restaurant and Bar. I was delighted to read that you had a good experience and that you enjoyed your visit. Thank you for your high scores and kind comments, especially with regards to the team. I shall ensure that your kind words are passed on to the team.', 'We appreciate your feedback and look forward to welcoming you back soon.', 'Warm Regards,', 'Beatriz Machado']","[""Great choice if you're looking for a restaurant in the Canary Wharf and London area, it's worth a bit of travel as service is excellent."", 'Came with the family and got the family offer, great value for money. Kids enjoyed the meals form the kids menu and we had the steak with chips. Yummy!']", July 2018,g186338-d1386832-r607269099,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,17 August 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '3']]",[],Jolien K,"Excellent service, great food",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r607269099-Cinnamon_Restaurant_and_Bar-London_England.html
48,"['Dear Vonvintlo,', 'Thank you for your review and apologies for not pleasing you on all counts. We appreciate the comments and hope to have the opportunity of welcoming you back to our Restaurant again.', 'Warm Regards,', 'Beatriz Machado']","['Very understaffed at dinner, food is poor, you are better going out to the mall for dinner. Breakfast wasnt any better']", August 2018,g186338-d1386832-r609954863,g186338-d1386832,[],[],2,24 August 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '155'], ['thumbs-up-fill', '32']]","['Johannesburg, South Africa']",VonVintlo,Poor service and bad food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r609954863-Cinnamon_Restaurant_and_Bar-London_England.html
49,"['Dear OverTheRainbowLondon,', 'We are glad to read your positive review!', 'We apologise for the issue with the speed of our services: please rest assured that your comment have been discussed with our team, in order to improve things for the future.', 'We sincerely hope to welcome you back soon!', 'Warm Regards,', 'Beatriz Machado']","[""Service was a little slow but polite and friendly. The hotel is close to Canary Wharf station and not far from the London Docklands Museum which is excellent. We had a Wowcher deal for a roasting board and wine and were pleasantly surprised at the quality and quantity of the serving. We had contemplated getting additional sides but the board had greens, broccoli, mac and cheese, a steak cooked as we had requested, roasted chicken breasts, roasted vegetables, 'ju', horseradish, Yorkshire puddings and even a couple of onion rings so definitely enough for us both. We also ordered a cheese board which is enough for two and were able to swap the bottle of wine to a large glass and a tea and non-alcoholic drink. I'm not sure I'd pay the full price (£75) unless they get something we didn't but we felt very good value on the voucher and only paid a service charge on the additional items.""]", August 2018,g186338-d1386832-r611466956,g186338-d1386832,"['Value', 'Service', 'Food']","['40', '40', '40']",4,28 August 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '83'], ['thumbs-up-fill', '37']]",['London'],OverTheRainbowLondon,More than Expected,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r611466956-Cinnamon_Restaurant_and_Bar-London_England.html
50,,"[""We did a London Trip with our son. Hilton Hotel was perfect for trips to downtown. Staff and breakfast were perfect. Our waiter Constantin Cenusa was one of the best we've ever had."", 'Wonderfull days in a wonderfull Hotel!']", May 2018,g186338-d1386832-r583675153,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,29 May 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '2']]",[],mitudd1979,"Perfect for city trips, awesome breakfast",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r583675153-Cinnamon_Restaurant_and_Bar-London_England.html
51,,"['Visited before couple of times and was always happy with the service, but on this occasion you failed to deliver... quality of food (had better) is not something the staff can affect, but being difficult at the welcome desk is definitely something they could. We have reserved a table through a 3rd party and were faulted for not calling the hotel, restaurant was empty but rather than just seating us, the girl started arguing and tried to educate us. As I have worked many years in hospitality, i know that customer is always number one, unfortunately not for the staff at Hilton Canary Wharf...']",,g186338-d1386832-r566088686,g186338-d1386832,[],[],3,12 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '46'], ['thumbs-up-fill', '16']]","['London, United Kingdom']",kuczikd,Average...,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r566088686-Cinnamon_Restaurant_and_Bar-London_England.html
52,,"[""We attended on a quiet Friday for afternoon tea. To begin with they couldn't find our reservation. We were seated quickly then forgotten about. Other customers were being seated and given drinks."", ""After 30 minutes of enduring thirst we managed to flag someone down to ask for a drinks menu. After all, what's an afternoon tea without tea?! The food arrived shortly afterwards which tasted quite stale and shop bought. A glass of cheap Prosecco in the form of an apology from the manager, was not good enough."", ""I overheard the the extremely unprofessional staff complaining that they were overbooked and wouldn't be able accommodate all the bookings if they turned up on time. I have no experience in the hospitality industry but surely it would have made sense to get us in, fed and quickly out? Instead we were ignored for over half an hour without any acknowledgement from staff and left without anything to drink or eat. To summarise: unprofessional management, poor food and terrible service.""]",,g186338-d1386832-r567033334,g186338-d1386832,[],[],1,17 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '1'], ['thumbs-up-fill', '1']]",[],Thunderchild85,Disastrous afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r567033334-Cinnamon_Restaurant_and_Bar-London_England.html
53,,"['Booked afternoon tea for my wife’s birthday. Monday afternoon so restaurant was expectedly quiet, fine by me. Food was ok, standard set-up, cakes a bit dry. Good choice of tea.', 'Considering it was quiet and they had a lot of staff present it was not nice to see 3 tables around us that hadn’t been cleared when we first got there, 30 minutes before they were done.', 'We also waited a long time to get the food.', 'They did however redeem themselves somewhat by laying on a ‘happy birthday’ plate with fruit and chocolate cake, many thanks for that!', 'During the meal, we would have loved it if a member of staff would have asked if everything was ok, would have really appreciated another pot of tea with those dry cakes!!', 'In summary, we shopped around and paid £20 for afternoon tea for two, what we got was decent value for money but the service needs to improve a bit. 7/10']",,g186338-d1386832-r564974490,g186338-d1386832,[],[],3,6 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '7'], ['thumbs-up-fill', '9']]","['St Albans, United Kingdom']",HolidayCG G,Afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r564974490-Cinnamon_Restaurant_and_Bar-London_England.html
54,,"[""Visited on a Sunday with a booking for 1pm using a Buy a Gift voucher. We were seated quickly & a glass of prosecco with strawberry purée was brought up straight away. The restaurant wasn't busy and diners were spread out rather than being put in one area which was nice as didn't feel cramped. The cream tea selection was good with four different sandwiches, a fruit scone & a selection of cakes. Neither myself or my daughter like tea or coffee but we were happily offered alternatives at no extra cost. Service was good & friendly & we were asked more than once if everything was ok. Overall a lovely, relaxed cream tea""]", March 2018,g186338-d1386832-r568678669,g186338-d1386832,[],[],4,25 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '44'], ['thumbs-up-fill', '27']]","['Billericay, England, United Kingdom']",Kerry H,Lovely sparkling afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r568678669-Cinnamon_Restaurant_and_Bar-London_England.html
55,,"['My friend and I went here as a gift for my 30th on a buyagift deal that she kindly got for me. We had both been to a few really great afternoon tea places before, being a Hilton we had high expectations for this one. Sadly it was rather disappointing...aesthetically it looked great, and the views were good; however it took almost an hour after we were served our tea for the food to arrive, when it did arrive the sandwiches were quite soggy, rather bland, and the scones tasted a little on the stale side, the tiffin mini dessert was so horrid I had to discreetly spit it into my napkin. If you had never experienced afternoon tea before I’m sure this would have been a nice experience, having been to a few other places (most likely for half the price) this was a huge letdown. I was just very pleased to be in great company!', 'I would not recommend afternoon tea at the Hilton.']",,g186338-d1386832-r569866927,g186338-d1386832,[],[],2,31 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '28'], ['thumbs-up-fill', '43']]","['Kingston upon Thames, United Kingdom']",KerryMarie87,Skylounge Afternoon Tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r569866927-Cinnamon_Restaurant_and_Bar-London_England.html
56,,"['Afternoon tea with children', 'Well it was ok, not luxurious as other Hilton hotel branch though but manager tried her best to accommodate our halal meat diet, which was very kind, ', ""in the other hand the portion were small, we asked more (children were hungry and liked the sandwiches) but she had a long explaination how business works (?! unnecessary we not here for that, plus I'm working in silver hospitality for years... My advice is Keep it simple) and because of the wowcher deal, they do charge 4,5£ for an extra plate which is not bad, "", 'The place was nice and quiet for a Saturday afternoon', 'Children happy, parents relaxed :)', 'Thank you Beatriz']", March 2018,g186338-d1386832-r568579740,g186338-d1386832,[],[],4,25 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '254'], ['thumbs-up-fill', '285']]","['Budapest, Hungary']",Mediterranea3,Afternoon tea with family and a wowcher discount ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r568579740-Cinnamon_Restaurant_and_Bar-London_England.html
57,,"['We visited on Monday 9 April 2017 for afternoon tea, having been bought a gift voucher from buy a gift.', 'On arrival, there were only two members of staff for the restaurant- the restaurant front of house (and assuming supervisor given the different uniform) and a waitress.', ""We approached the restaurant desk, and the waitress saw us, but stood staring for 5-10 mins before then asking if we'd like to sit down."", ""We didn't have to wait long for our food, but the service was terrible. The supervisor who brought the food over said the waitress would be over to take our tea order, but she wasn't. We had to flag her down, and when politely asking if we could order our teas, the reception we were given was that we were asking for blood. I don't know about you, but i thought one of the key elements of afternoon TEA is tea after all!"", 'The food was average- nothing special, standard cakes. The scones were lovely and had been warmed through which was a nice touch, but the cakes (brownie and fruitcake) were dry and tasteless.', ""I wasn't expecting Michelin star, but was disappointed in the lack of service. I'd approached the waitress to ask where the toilet was, and was greeted with a 'what'. That's fine if you didn't hear me, but basic manners, particularly in hospitality can go a long way. Even after repeating myself, the response was cold and rude- an abrupt 'down the stairs' and walked off."", ""Given other reviews i'd read about the service, after our own experience, i'd highly suggest further training on waiting staff on basic manners- or better still, hire staff that actually want to be there."", 'The service the restaurant provides brings down the Hilton name.', 'We will not be returning again.']", April 2018,g186338-d1386832-r572820630,g186338-d1386832,"['Value', 'Service', 'Food']","['30', '10', '20']",2,12 April 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '1']]",[],chels_p14,"Food average, waitress very poor service and rude",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r572820630-Cinnamon_Restaurant_and_Bar-London_England.html
58,,"[""Had dinner three nights in a row. The menu is simple and to the point. The service is excellent even though at times it seems like Rita is the only one on duty but she was superb; very pleasant, excellent attitude and super efficient even with a full house. Had the Rib Eye steak the first night and it was so good I didn't want it to get finished. Thought of having the same thing the next day but opted for the grilled salmon which gave me the same feeling as the Rib Eye; I wished it didn't get finished! On my 3rd night I had the corn fed chicken breast which was ok though not as filling as the grills which is what I'd recommend. "", 'The menu is basically in two sections: grills with separate sides or mains inclusive of sides. The grills are really well done though a little pricier coz you have to order separate sides. Prices range between £17-20 for the mains including sides and between £17-26 for the grills excluding the side dishes which average around £4 each. Gets very busy on Friday and Saturday nights so important to make a prior reservation.']", February 2018,g186338-d1386832-r573083223,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,13 April 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '128'], ['thumbs-up-fill', '40']]","['Accra, Ghana']",VCMO,"Amazing food, excellent service!",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r573083223-Cinnamon_Restaurant_and_Bar-London_England.html
59,,"[""I recently stayed at the Hilton London Canary Wharf, and used the Cinnamon Restaurant and Bar, which is located on the ground floor level of the Hotel, for breakfast every day. The restaurant does not disappoint! The staff are extremely friendly, and the breakfast selection is outstanding, in particular, the full English fare, as well as all the hot and cold extra's. The maître d', whose name I missed, is arguable the most friendly and efficient of any I have ever encountered! "", 'I look forward to my next indulgence at the Cinnamon Restaurant and Bar, and I am excited to try out one of their afternoon teas, which looked great from a distance as well!']", May 2018,g186338-d1386832-r579941267,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,13 May 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '309'], ['thumbs-up-fill', '239']]","['Giessen, Germany']",RoryMorty,Superb breakfast (and staff!),https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r579941267-Cinnamon_Restaurant_and_Bar-London_England.html
60,"['Dear Mr. Anthonyl994,', 'Thank you for your visit to our Cinnamon Restaurant and Bar and for giving us such a glowing review!', 'I was delighted to see that you enjoyed your time with us and we hope to welcome you back in the very near future!', 'Best regards,', 'Beatriz Machado']","['Used the bar at the Hilton Canary Wharf 3 times during our stay. Every time was a good experience with professional, helpful and pleasant bar staff. The seating areas were numerous and clean. The surroundings had a spacious and bright feel.', 'Would recommend the Cinnamon Bar for a drink and a quality bar snack when you are in the area. ']", March 2018,g186338-d1386832-r564581547,g186338-d1386832,[],[],5,5 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '48'], ['thumbs-up-fill', '14']]",['Sheffield'],anthonyl994,Nice bar.,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r564581547-Cinnamon_Restaurant_and_Bar-London_England.html
61,"['Dear Guest,', 'We appreciate the time taken to post your feedback. I was happy to hear that you had an enjoyable Afternoon Tea and found our services and food to be good.', 'My apologies regarding the temperature of hot water provided for your Tea, we already fixed the problem highlighted. Once again Thank you for your visit, we look forward to welcoming you back in the near future.', 'Warm Regards,', 'Beatriz Machado - F&B Supervisor']","['Enjoyed my birthday treat with my daughter. The service was good & the afternoon tea sandwiches, scones & pastries were delicious. My only issue was with the tea, the tea pots were delivered with “hot” water, with a selection of tea bags on the table. We asked for more water, but that also wasn’t hot enough either.']", February 2018,g186338-d1386832-r559140084,g186338-d1386832,[],[],4,8 February 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '27'], ['thumbs-up-fill', '15']]",['Rochester UK'],sallyann46,Afternoon tea with Buyagift,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r559140084-Cinnamon_Restaurant_and_Bar-London_England.html
62,"['Dear Ms. Julie,', 'We appreciate the time taken to post your feedback. I was happy to hear that you had an enjoyable Afternoon Tea experience and found the services and food to be good. We look forward to welcoming you back in the near future.', 'Warm Regards,', 'Beatriz Machado - F&B Supervisor']","['My daughter booked sparkling afternoon tea for the 2 of us.', 'We were booked in at reception by a friendly and polite member of staff, who also asked if we had any dietary requirements ( my daughter is allergic to fish) so was pleased we were asked.', 'We were offered as much tea to drink as we liked, the selection of tea was very good.', 'The sandwiches and cakes were brought over and we were told what the different fillings were. The selection was lovely, nice and fresh and plenty for us, we were full up.', 'We were then brought a bottle of prosecco, which was a big surprise as we were only expecting a glass each. We were offered more tea or asked if we would like coffee.', 'The staff were very friendly and attentive and we are looking forward to going back']", January 2018,g186338-d1386832-r555181446,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '40']",4,21 January 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '10'], ['thumbs-up-fill', '57']]",[],julie g,Birthday sparkling afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r555181446-Cinnamon_Restaurant_and_Bar-London_England.html
63,"['Dear Guest,', 'We regret that we were not able to provide you with the quality of service you deserve during your recent visit. We strive for unparalleled service delivery at our hotel, and we are always looking for ways to ensure that each guest experiences the very best we have to offer. We believe that very best service experiences are genuine, anticipatory and personalized and we will continue to work to ensure our guests find that level of service at our hotel. Your feedback will help us to continue to improve our training processes, and we hope you will return to visit us to experience the results of that work first-hand. ', 'Kind Regards,', 'Beatriz Machado - F&B Supervisor']","[""I went her for lunch with a couple of colleagues. We ordered our food from the barman, who came to our table without a pen or paper, so we should have known he might get one of the orders wrong, but he successfully managed to get all 3 wrong!!! Might be an idea to invest in a pen and paper instead of trying to be too clever. My steak when it arrived was disgusting. I could tell it had been cooked straight from frozen and was tough and chewy, which would indicate it had probably been in the freezer for a few months. The salmon arrived and was black it was so overcooked and was extremely dry. Even when the manageress came over to try and rectify the situation, she got our order wrong!!! As I was leaving the manageress did tr and make amends by inviting me back for a complimentary meal and giving me her business card. The fact I have declined to eat there for free should tell everyone all they need t know about the restaurant at Hilton Docklands. It's a real shame as Cinnamon used to be quite good and I would eat there a couple of times a week, but the quality of food and standard of service are dreadful. Without a doubt, the food quality is no better than 2 star, regardless of what star the hotel is. In future if I want a steak I will pop to Goodmans, which is 2 minute walk from the hotel and 200 times better than the Hilton's poor efforts. Just not good enough from a supposed good brand, what has happened to Hilton?!!""]", January 2018,g186338-d1386832-r555473883,g186338-d1386832,"['Value', 'Service', 'Food']","['10', '10', '10']",1,22 January 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '30'], ['thumbs-up-fill', '23']]","['London, United Kingdom']",MattN1971,Terrible food and poor service,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r555473883-Cinnamon_Restaurant_and_Bar-London_England.html
64,"['Dear Kikirae86,', 'Thank you very much for your constructive feedback and apologies for not pleasing you and your partner. In behalf of my team I am disappointed to hear that our standards of service were not satisfactory to you.', 'We appreciate the comments and we hope to be able to welcome you back sometime in the future.']","['My husband and I purchased a Groupon voucher for afternoon tea at Cinnamon restaurant for our wedding anniversary.', 'We arrived early and had expected to have to wait but were shown straight to our table. Our sparkling cocktails came out straight away, as did the tea/coffee order and our afternoon tea plate. At no point were we asked about allergies etc. and we had made the reservation through the Groupon link so there was no opportunity to say. ', ""The cakes served were dry and far from fresh, especially the red velvet ones. My husband and I highlighted this and were given new 'fresh' cakes, which were very cold and appeared to have been excessively chilled or frozen.""]",,g186338-d1386832-r559659754,g186338-d1386832,"['Value', 'Service']","['30', '30']",3,10 February 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '24'], ['thumbs-up-fill', '37']]","['Whiteley, United Kingdom']",kikirae86,Disappointing afternoon tea at Cinnamon,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r559659754-Cinnamon_Restaurant_and_Bar-London_England.html
65,"['Dear Ms, Viktorria F,', 'First of all, thank you for your review.', 'I apologize that we were unable to immediately accommodate you to your reserved table. We also regret that we were not able to provide you with the quality of service you deserve. Your feedback will help us to continue to improve our training processes, and we hope you will return to visit our restaurant to experience the results of that work first-hand.', 'Once again, thank you for bringing this to my attention and I hope that we will have an opportunity to welcome you back. Please feel free to contact me directly to make your reservation in the future.']",['we bought on groupon an afternoon tea. I made the reservation via groupon. When we arrived they couldn’t find my reservation. After 10 minutes arguing my partner asked them that they have a table or not for us. They said yes they have but next time make sure we book the reservation directly with them. We sat down and they straight bring the glass of bubbly what it was include our deal. They didnt even asked are we want now or later. The food was absolutely not the hilton standard. The teas are nothing special. They have twining tea branch what i could by in tesco as well. Be honest i would expect much more for hilton. It was very bad quality food and service.'],,g186338-d1386832-r562725524,g186338-d1386832,[],[],2,25 February 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '53'], ['thumbs-up-fill', '15']]","['London, United Kingdom']",Vyxykee,Bad Afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r562725524-Cinnamon_Restaurant_and_Bar-London_England.html
66,,"[""I had purchased one of the 'popular' packages with Wowcher for Valentines Day. The fine print or Terms stated nothing about exceptions to special days and occasions as is usually provided by most restaurants. Wowcher TnCs require them to provide the services subject to the fine print. However the manager refused to honour the voucher even though he acknowledged that it was no fault of mine. "", 'Honestly, it made me feel like the package was free to begin with and he was doing me a favour, rather than a promotional pre-purchase deal.', ""Despite promising to get back to me and a follow up mail from Wowcher themselves, the Manager just didn't bother to get back to us. "", ""Having a chance to go through the other reviews, I realise that I'm not the only one who has had a bad experience re:bookings. "", 'Needless to say, I would never recommend this place to anyone.']", February 2018,g186338-d1386832-r560220921,g186338-d1386832,[],[],1,13 February 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '1']]",[],Srushti P,Ruined my special occasion,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r560220921-Cinnamon_Restaurant_and_Bar-London_England.html
67,"['Dear Susan,', 'First of all, thank you for your review of your recent visit at our Cinnamon Restaurant.', 'I apologize that we were unable to provide a takeaway box for your cakes, as I also apologize to read that some charges were applied for a second plate of sandwiches. This has now been changed, because above all our Guests feedback is incredibly important to us. Our Restaurant team thrives to go above and beyond each day to ensure that our guests receive the service deserved.', 'Once again, thank you for your review.']","['The worse afternoon tea I have had, we were charged extra money as we requested ', 'More sandwiches I don’t think one round of sandwiches per people is enough, there was more waiting staff that guests no back ground music just a large TV on the wall', 'Showing BBC news', ' we requested a take away box to take home the cakes which had not been eaten was told they did not allow this which I was very angry with as before at other hotels', 'they always offered a take away box ', 'my advice save you money and go else where']", February 2018,g186338-d1386832-r563116911,g186338-d1386832,"['Value', 'Service', 'Food']","['10', '10', '10']",1,27 February 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '6']]","['London, United Kingdom']",susancraven2017,Afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r563116911-Cinnamon_Restaurant_and_Bar-London_England.html
68,"['Dear 136HelenB,', 'Thank you for choosing the Cinnamon Restaurant and Bar. I was delighted to read that you had a good experience and that you enjoyed your our food and service. Thank you for your kind comments and high scores. I hope that we have the pleasure of welcoming you back soon.', 'Warm Regards,', 'Beatriz Machado.']","['Cinnamon Restaurant had several dishes on their evening menu which were gluten free- very helpful staff who were happy to go and check with the chef. No GF desserts available though.', 'Breakfast- not only did they have gluten free bread available, but also a separate toaster! Somewhat a miracle in hotels- some either dont have gluten free bread or think its ok to put GF bread on their normal toaster. Buffet breakfast, good options for hot and cold.']", March 2018,g186338-d1386832-r564308115,g186338-d1386832,"['Value', 'Service', 'Food']","['50', '50', '50']",5,4 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '36'], ['thumbs-up-fill', '10']]","['Shefford, United Kingdom']",136HelenB,Great food with several gluten free options,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r564308115-Cinnamon_Restaurant_and_Bar-London_England.html
69,,"['My expectations were high and looking forward to a luxury experience. It all went down hill as soon as we arrived. A maintenance man was standing the bar fixing a light fixture the whole duration we there. The restaurant was cold and lacked atmosphere and when i asked if the heating could be tuned up the head waiter just grunted at me. The sandwiches lacked any substance and were poor quality salmon and cream cheese, cucumber and cream cheese and ham and mustard two quarters of each variety per couple. If you do the maths you realise you don’t even get a whole sandwich per person. NOW the tea one TEA BAG per person, yes I said a tea bag. The service i am not even going there.']",,g186338-d1386832-r563842409,g186338-d1386832,[],[],1,3 March 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '48'], ['thumbs-up-fill', '30']]","['Hastings, United Kingdom']",scotth226,Afternoon Tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r563842409-Cinnamon_Restaurant_and_Bar-London_England.html
70,"['Dear Guest,', 'Thank you for your feedback which certainly helps us to monitor and improve our services. We regret that you did not find the service up to your expectations. ', 'Please accept our apologies for the shortfall in service standards you received.', 'Once again we thank you for taking your time to provide us with such valuable feedback. This will help us to continue to improve our training processes, and we hope you will return to visit us to experience the results of that work first-hand. ', 'Warm Regards,', 'Beatriz Machado - F&B Supervisor']","[""We arrived a little early and were ignored by a barman until my friend asked him whether we could be seated. We were then approached by Leo who asked if I brought my buyagift voucher. I told him I wasn't aware I had to as I assumed it was all confirmed electronically. He seated us anyway then said it will be £23 per person. I said no, I'd rather cancel if that's the case. He confirmed our dietary requirements then left us. About 10mins later, he came back with our mocktails and wanting to clarify the situation, I asked will we be charged? He then said I might be able to provide voucher details via email and they'd do all the chasing up. Confused, we nevertheless had our drinks and he returned almost immediately with our tower of sandwiches and treats (which makes me feel it wasn't freshly prepared). We had 4 small triangles of sandwiches each (so barely a full sandwich which is pretty stingy) and the cakes were on par with supermarket long life cakes (dry and uninspiring). The warm scones were the only real treat. For £23 a head, I'd feel very short changed."", 'Overall, I think not having the voucher to hand put everything on the wrong foot but the experience even with a voucher is severely lacking. I booked here after reading the good reviews and was disappointed to say the least.']",,g186338-d1386832-r554375269,g186338-d1386832,[],[],1,17 January 2018,Cinnamon_Restaurant_and_Bar,/Restaurant_Review-g186338-d1386832-Reviews-Cinnamon_Restaurant_and_Bar-London_England.html,"[['pencil-paper', '12'], ['thumbs-up-fill', '4']]",[],807yend,Afternoon tea with buyagift,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d1386832-r554375269-Cinnamon_Restaurant_and_Bar-London_England.html
