,answer_text,content,diner_date,id_comment,id_resto,other_ratings_category,other_ratings_value,rating,rating_date,resto,resto_url,reviewer_info_sup,reviewer_origin,reviewer_pseudo,title,url
68,,"['Located in Canary Wharf, this restaurant was a perfect cap to the day . It had lots of windows overlooking the lawn with an eclectic British decor . The seating was comfortable which lenses itself to a night of fun and fellowship . The service was professional and efficient . We had the vegetable and real Shepherds pie . Both were delicious and served with Sauce . The fresh vegetables were prepared perfectly as an accompaniment . The bar service was the only slow service of the night . The desserts were spectacular . Overall a delightful experience . ']", October 2019,g186338-d15238588-r714845540,g186338-d15238588,[],[],5,2 October 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '818'], ['thumbs-up-fill', '168']]","['Orlando, Florida']",laj2e7,Great experience with good food and ambience ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r714845540-The_Ivy_Canary_Wharf-London_England.html
69,,"[""I came in today for lunch with an ex colleague and to be fair it was very good, I had the salmon fishcake with a side and it couldn't be faulted."", 'The service was equally very good.', ""It can be noisy when it's busy but I'd definitely return, the Ivy team did a great job today.""]", October 2019,g186338-d15238588-r714555399,g186338-d15238588,"['Value', 'Service', 'Food']","['40', '50', '50']",4,1 October 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '211'], ['thumbs-up-fill', '170']]",['UK'],RJB1000,Quick lunch visit was very good,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r714555399-The_Ivy_Canary_Wharf-London_England.html
70,,"[""I have been working in Canary since 2017 and I have to say that The Ivy in The Park is the most well-structured restaurant in the area. Interior design, relaxing vibes, great atmosphere in combination with the outstanding service that I received made me feel so welcome. Genuine conversations with our main waiter, the manager made us feel like we knew each other for years. Excellent European food with plenty of options ,fantastic cocktails. It's a must, will definitely visit again and again again!""]", September 2019,g186338-d15238588-r711367965,g186338-d15238588,[],[],5,20 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '6'], ['thumbs-up-fill', '2']]",[],alexandrosk405,Hospitality at its finest!!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r711367965-The_Ivy_Canary_Wharf-London_England.html
71,,"[""Let me start by saying this restaurant has a great atmosphere. The decor is beautiful and it has a very positive energy. The ginger beer is refreshing, and I highly recommend it. But that's where the positives stop. The service was slow and lackluster. The food was average at best. I definitely expected more from an Ivy restaurant. In my opinion, it did not live up to the Ivy standard. ""]", August 2019,g186338-d15238588-r707243172,g186338-d15238588,[],[],3,6 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '64'], ['thumbs-up-fill', '31']]",[],Crab_Hunting_Girl,Disappointed ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r707243172-The_Ivy_Canary_Wharf-London_England.html
72,,"['I had my mothers 50th birthday celebrations at The Ivy on Saturday, the booking was at 3.30 pm for 12 people. I have been to their restaurants loads of times so thought it would be the perfect venue for a surprise afternoon tea. The tea was lovely and the men who served us were great and helpful.', 'The issue is I called up that morning to let them specifically know this was a surprise afternoon tea for my mums 50th so she had no idea about her friends and family being there, I asked if they could make a note and let reception know and I was assured this would be done and made a note of so nobody said anything when we arrived to give it away.', ""When we arrived at The Ivy and I told them my name the woman on reception said 'oh yes I think your other guests are here'. I tried covering this up and saying oh no there are no other guests but it was too late my mum had already heard and asked questions so she knew."", 'I know this would have been an accident but the fact I called to mention beforehand and then my mums surprise was totally ruined is a real shame and I expected better from such a well known brand and restaurant.']", September 2019,g186338-d15238588-r708060493,g186338-d15238588,"['Value', 'Service', 'Food']","['30', '10', '40']",3,9 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],rubyjune1992,A surprise afternoon tea that turned into not so much of a surprise!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r708060493-The_Ivy_Canary_Wharf-London_England.html
73,,"['Had a birthday lunch with my husband. The food and service was excellent. I thought it was going to really expensive it was reasonable. ', 'It was a warm day we sat upstairs which is partly open which was lovely. ', 'I will be returning.']", August 2019,g186338-d15238588-r708069748,g186338-d15238588,[],[],5,9 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '32'], ['thumbs-up-fill', '23']]","['London, United Kingdom']",Jeni007,Birthday Lunch ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r708069748-The_Ivy_Canary_Wharf-London_England.html
74,,"['What a pleasure to find this eatery. Felt totally looked after, even though we only ordered tonic water and one food course each. Noteworthy attention to detail. Menu is interesting. I had the Monkfish and Prawn Curry, brilliant. ', 'Found it hard to locate, good landmark is Waitrose, The Ivy is in the park opposite.']", September 2019,g186338-d15238588-r709299263,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,13 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '120'], ['thumbs-up-fill', '30']]","['Gainsborough, United Kingdom']",philip m,Attention to Detail,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r709299263-The_Ivy_Canary_Wharf-London_England.html
75,,"['Plenty of staff doing the rounds - none seemingly doing anything. 15 mins to take first drink order on a reserved table, in a what looked to be half full restaurant. Both main courses removed from bill as inedible (burger far too charred and cut up as if to check readiness? Sea Bass same overpowering charred flavour?). ', 'Ultimately a disappointing visit. Wouldn’t go again. One good is they made a very good cocktail off-menu, but that did not restore faith in The Ivy.']", September 2019,g186338-d15238588-r707942091,g186338-d15238588,[],[],1,8 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '3'], ['thumbs-up-fill', '1']]","['Glasgow, United Kingdom']",brad7roberts,Disappointing to say the least,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r707942091-The_Ivy_Canary_Wharf-London_England.html
76,,"['I wandered in with a friend of mine for a quick Sunday brunch, and was immediately greeted by friendly receptionists and incredible decor. We have been showed to the cute table in the garden area. We have started with some zucchini and arancini, then followed with eggs benedict and royale that exceeded our expectations and are definitely best in town! All of this accompanied by their excellent selection of drinks. The icing on the cake was their salted caramel espresso martini so make sure you try it! Can’t recommend enough!']", September 2019,g186338-d15238588-r710267259,g186338-d15238588,[],[],5,16 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],AgataM455,Best of the Ivy Collection!,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r710267259-The_Ivy_Canary_Wharf-London_England.html
77,,"['I came to celebrate my job promotion with work friends and from the time I entered the Ivy to the last step out it was amazing!! From start to end we had the most welcoming and polite waiter/waitress- I have to mention Alex and Marianne who firstly didn’t let our glasses go empty and secondly, Alex provided us with top entertainment as well as perfect hospitality! I’m so happy Vanessa introduced the Ivy to us and made us have such a great time! ', 'The venue is so pretty and a great vibe. The food is just as nice! We especially loved the desserts-Totally recommend it :)']", September 2019,g186338-d15238588-r710336350,g186338-d15238588,[],[],5,16 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],AminaPM,Dinner,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r710336350-The_Ivy_Canary_Wharf-London_England.html
78,,"['Took a friend for a birthday meal and everything was perfect. The white onion soup was so tasty and hot too and the bread was delicious. Main courses of chicken Milanese and Shepherds pie were really good. The best Shepherds pie I’ve ever had. The chocolate bomb desert was really nice without being heavy or too rich. ', 'They brought my friend out a little cake with a candle. All the staff are fantastic, friendly and did a great job. ', 'I thoroughly recommend this restaurant and we will definitely be going back. ']", September 2019,g186338-d15238588-r710921003,g186338-d15238588,[],[],5,18 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '193'], ['thumbs-up-fill', '185']]","['Essex, United Kingdom']",MsVictoria,Superb meal,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r710921003-The_Ivy_Canary_Wharf-London_England.html
79,,"['Amazing service from our main sever ridge supported by George and alex (possible managers im not sure) showing great team work throughout our visit,lovely drinks runner charlie was chatty and friendly when delivering cocktails. Food was excellently paired with the recommended red wine. Great company product knowledge from all staff will visit again!']", September 2019,g186338-d15238588-r711239823,g186338-d15238588,[],[],5,19 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]",[],Gueststart,5*,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r711239823-The_Ivy_Canary_Wharf-London_England.html
80,,"['Love all about The Ivy! Had another fantastic experience in the Canary Wharf branch. Staff and food never disappointing. Big thank you to our wonderful waitress, who promptly served us with our limited time before cinema. Asparagus with lobster and Milanese so so delicious! ']", August 2019,g186338-d15238588-r699153107,g186338-d15238588,[],[],5,15 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '8'], ['thumbs-up-fill', '2']]","['London, United Kingdom']",GoshGT,Fantastic ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r699153107-The_Ivy_Canary_Wharf-London_England.html
81,,"['We enjoyed an unplanned visit for dinner whilst in the area and enjoyed a lovely evening eating delicious food with wine topped off with the sublime salted caramel espresso martini recommended by our waitress. Staff were attentive and friendly throughout. We thought that the menu was good value.', 'We really enjoyed the ambience of the restaurant, it was very relaxed.The decor with the garden planting was very comfortable. I would recomment this restaurant if you are visiting the area.']", July 2019,g186338-d15238588-r706529608,g186338-d15238588,[],[],5,4 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '62'], ['thumbs-up-fill', '19']]","['Bognor Regis, United Kingdom']",LisaM5237,"Beautiful food, beautiful decor",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r706529608-The_Ivy_Canary_Wharf-London_England.html
82,,['Delicious food. From the moment you arrive and have the most perfect zucchini fries. Care and attention is taken to every course- the food is absolutely wonderful. Staff are incredibly attentive to your every need. Decor is truly special and the fragrance throughout the restaurant (in particular the rest rooms) is divine. 5* experience.'], August 2019,g186338-d15238588-r699152131,g186338-d15238588,[],[],5,15 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '1']]","['London, United Kingdom']",mallia7,Wonderful date night,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r699152131-The_Ivy_Canary_Wharf-London_England.html
83,,"['Gorgeous restaurant with so many beautiful corners, garden, ground floor and romantic first floor. We felt so welcomed by staff and reception team, who accommodated us with 2 crazy kids. Staff were so attentive, explained kids dishes before we asked also provided colouring paper. Food delicious with so many options and brunch dishes. Definitely we will return.']", August 2019,g186338-d15238588-r700173115,g186338-d15238588,"['Value', 'Service', 'Food']","['50', '50', '50']",5,18 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '1']]","['London, United Kingdom']",Meg R,Beautiful family brunch,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r700173115-The_Ivy_Canary_Wharf-London_England.html
84,,"[""Firstly, the atmosphere at the Ivy is amazing. The setting of the tables are perfect and everything is laid out beautifully. I came for afternoon tea with friends and decided on the Champagne afternoon tea. We waited a while to be served and we asked for our hot drinks to be served a little after our champagne as we wanted to finish our champagne first. We got served our champagne and very soon after we received our tea which got cold by the time we finished our Champagne. I ordered an Earl Grey tea and it tasted disgusting. It would happen to be the first time I have ordered an Earl Grey tea and been disappointed. I then ordered a latte and it was cold. We were given 3 finger sandwiches and 3 mini desserts and two scones each. The scones had raisins in them which were disappointing, it would've been nice to have a plain one.""]", August 2019,g186338-d15238588-r700632253,g186338-d15238588,"['Value', 'Service', 'Food']","['30', '30', '30']",3,19 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '142'], ['thumbs-up-fill', '46']]","['Ilford, United Kingdom']",Leena1985,Disappointing champagne afternoon tea,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r700632253-The_Ivy_Canary_Wharf-London_England.html
85,,"['I wanted to wait to make sure I’d given this restaurant a fair chance before leaving a review - so this is the comparison of three visits. ', 'On my first visit the service was lacking but the food and venue were lovely. Service was removed from the bill as we had been left pretty much to our own devices all evening and had to ask every time we needed something - including to order. From this occasion the Ivy took on board our feedback and thanked the group for being honest. The manager told me they wanted constructive feedback to learn and ensure a good customer experience. ', 'I’ve dined twice with the Ivy since. And I can say that the service was honestly top notch - the staff didn’t remember us so I believe the service was not to play up for a previous poor experience. ', 'The second dining experience was with the same group of friends for dinner and the third occasion for afternoon tea with a relative. On both occasions the service was wonderful. The staff were very friendly and ensured that we had everything we needed. They took the time to help make selections of food and drinks and generally ensured that we enjoyed our dining experience. ', 'The hostess took time to show me tables in the restaurant for afternoon tea and asked me to pick the one I liked most. That table was then booked for me. During the afternoon tea the staff spoke to us and returned to the table to check on us and top up our tea very. It and then. They were all very polite and professional. The afternoon tea was wonderful and we enjoyed the afternoon at a leisurely pace. ', 'It seemed to me that the Ivy has given itself high standards of service and are working to ensure that high standards are maintained. They were genuinely disappointed that the service was not the ‘Ivy’ standard during our first experience but I believe that was the exception and not the norm. Both experiences afterwards were flawless. ', 'The food and drinks are beautifully presented and tasty. The venue is simply stunning - set on the green at Canary Wharf, with outside and indoor options. You might expect that dinning would be very expensive but it is surprisingly affordable - I was pleasantly surprised. ', 'The staff are welcoming and service is swift. I’d recommend this venue and will dine again soon. ']", August 2019,g186338-d15238588-r700618857,g186338-d15238588,[],[],5,19 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '40'], ['thumbs-up-fill', '12']]",[],Salina85b,Three visits to the Ivy,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r700618857-The_Ivy_Canary_Wharf-London_England.html
86,,"['My last visit was a bit disappointing but the food was good so I decided to book again and try the brunch. I always gave a second chance cause I understand that sometimes can be a bad day for everyone specially for the servers. ', 'In that case was more than a surprise for me. Service perfect, food amazing, everything quick and tasty... the best eggs royals ever. I will came back 100% ']", August 2019,g186338-d15238588-r703251989,g186338-d15238588,[],[],5,26 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '4'], ['thumbs-up-fill', '3']]",[],martinadaniele,Second visit spotless ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r703251989-The_Ivy_Canary_Wharf-London_England.html
87,,"[""I went to the Ivy last night with a friend who was visiting from Australia and we had the most wonderful time. The service was flawless and the food was spectacular! I can only highly recommended visiting the Ivy at canary wharf, you don't be dissapointed. ""]", August 2019,g186338-d15238588-r704470272,g186338-d15238588,[],[],5,30 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '17'], ['thumbs-up-fill', '3']]","['Billericay, United Kingdom']",jdpecholt,Brilliant food and service! ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r704470272-The_Ivy_Canary_Wharf-London_England.html
88,,"['2 stars just because of the cocktails and the Tarte Tatin (delicious). The poorest customer service ever experienced in my life.', '-very good in how to make somebody feel uncomfortable, I mean guys...Do you know what a smile is? ', '-if I am still drinking my cocktail, why do you think I have finished with that? UNDER PRESSURE. ', '- unfortunately we didn’t ask for the bill, and it has been given to us, rudely by the unfriendly Alin (Do you know darling you have to look people in the eyes? Specially if you bring the bill... Not requested).', '-oh yes, the 12,5%.... really? Which service? ', '-anyway shame, we really wanted to drink another one, but the frustration of the whole service made us leave (run baby run!)', '- end of the story? If you want a cocktail, they are very nice, so better if you seat on the bar stools, the bartenders seemed nice and more professional. ']", August 2019,g186338-d15238588-r705039549,g186338-d15238588,[],[],2,31 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '3']]",[],E3475RBmartinab,UNDER PRESSURE,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r705039549-The_Ivy_Canary_Wharf-London_England.html
89,,"['We ventured in to the Ivy at Canary Wharf on a Sunday when it was a little more relaxed and less business-lunch-y. The décor is lovely – over the top quirky/opulent. We were seated downstairs on a table for two, where we had a nice view of both the restaurant and the conservatory. The restaurant was fairly busy – lots of couples taking a late lunch, tourists, families – but not packed. ', 'Foodwise, I ordered a mocktail and olives to start, shepherd’s pie and a rhumbaba for dessert. All the food was very good, but dessert was the standout dish for me. It wasn’t like the dense syrupy-circles of sponge topped with a swirl of faux-cream that I loved way back in the kebab houses of my youth. Oh no. This was the real deal – as light as a feather, served with rich, rummy, pouring syrup (I’m smiling at the memory). ', 'The disappointment here was the service. There were lots of waiters around, but never at the right time. No less than three people tried to take our drink orders, our olive momentarily visited another table and trying to make eye contact with anyone to get the bill became a bit of game. ', 'So, go for the food, go for the people watching but don’t go in a hurry!']", June 2019,g186338-d15238588-r693642698,g186338-d15238588,"['Value', 'Service', 'Food']","['40', '30', '50']",4,29 July 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '495'], ['thumbs-up-fill', '203']]","['London, United Kingdom']",30statesJo,"Food Great, Location Great, Service Not So Great.",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r693642698-The_Ivy_Canary_Wharf-London_England.html
90,,"['Great food. Wonderful value good central', 'Location. Helpful attentive knowledgable staff. Warm', 'Friendly welcome']", September 2019,g186338-d15238588-r706128477,g186338-d15238588,[],[],5,3 September 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '12'], ['thumbs-up-fill', '1']]",[],Maureen M,Fab food,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r706128477-The_Ivy_Canary_Wharf-London_England.html
91,,"['Happened to be in Canary Wharf on business and some body suggested the Ivy. The restaurant was very busy albeit was a Wednesday lunch booking. We had a great table on the terrace overlooking the green. It was quite noisy. Staff very attentive. The miso cod in particular was excellent, also recommend tuna noodle dish. But the highlight was the baked Alaska mango dessert and I don’t usually eat pudding! Overall a wonderful dining experience and look forward to returning.']", July 2019,g186338-d15238588-r694736225,g186338-d15238588,"['Value', 'Service', 'Food']","['40', '40', '40']",4,1 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '74'], ['thumbs-up-fill', '24']]","['Jersey, United Kingdom']",200863,Great food in a lovely location,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r694736225-The_Ivy_Canary_Wharf-London_England.html
92,,"['Third visit and never disappoints. ', 'Great service and food. Attentive and knowledgeable staff. We had a drinks at bar before our meal, bartender was explaining us characteristics of different whiskeys. Superb! ']", August 2019,g186338-d15238588-r699147990,g186338-d15238588,[],[],5,15 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '5'], ['thumbs-up-fill', '1']]",['London'],D447,Great time,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r699147990-The_Ivy_Canary_Wharf-London_England.html
93,,"['Love the service', 'Love the food', 'Love the cocktails', 'Love the ambiance', 'The Ivy is always a go, no matter what branch you try', 'I am always sure I ll leave Ivy happy']", July 2019,g186338-d15238588-r690105242,g186338-d15238588,[],[],5,16 July 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '41'], ['thumbs-up-fill', '49']]","['Istanbul, Turkey']",SerhanK1,Always a pleasure,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r690105242-The_Ivy_Canary_Wharf-London_England.html
94,,"['I went for lunch her with 3 friends for a long overdue catch up. Very good food and service. In particular, the prawn and monkfish curry, followed by baked Alaska. Our waitress was informative and made recommendations when asked but didn’t hurry us, while we caught up and admired the views over the green. We sat upstairs but inside, with the doors open so not in the direct sunlight, had a G&T and watched the world go by. ', 'I will return. ']", August 2019,g186338-d15238588-r695504103,g186338-d15238588,[],[],5,4 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '62'], ['thumbs-up-fill', '10']]","['Upshire, United Kingdom']",cherryt1939,Catch up with Friends,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r695504103-The_Ivy_Canary_Wharf-London_England.html
95,,"['Sunday afternoon lunch for 3 for a celebration. We hadn’t booked but this was not a problem. We were seated outside with a view of the screen in the park showing the cricket. This was my second visit, service was impeccable, food delicious especially the puddings. Happy tummies all round. ']", August 2019,g186338-d15238588-r695824290,g186338-d15238588,[],[],5,5 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '14'], ['thumbs-up-fill', '4']]",[],769fleurw,Celebratory lunch. ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r695824290-The_Ivy_Canary_Wharf-London_England.html
96,,"['Met a colleague here for meal after work. Place was very busy but we were seated quickly with reservation. There was live music on outside which made it noisy but was already very noisy inside, not too much of a problem. Wasn’t tempted much by menu but ordered steak, medium rare, it came grey and cold and very over cooked. Sides came a while after, also over cooked. My pet hate - the waiters keeping wine off the table which only works if the service is very good, and it wasn’t, so we ended up waiting and asking for wine every time, until I asked for them to just leave it on table. Slow service (not their fault, just very busy and not enough staff, they were all pleasant) pretty poor food, and over priced. Ivy obviously trying to sweat its brand and doing so very badly. Would not go again.']", July 2019,g186338-d15238588-r695424934,g186338-d15238588,"['Value', 'Service', 'Food']","['20', '30', '10']",2,4 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '59'], ['thumbs-up-fill', '22']]","['Leeds, United Kingdom']",Karen L,Just give it a miss,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r695424934-The_Ivy_Canary_Wharf-London_England.html
97,,"['As a big fan of The Ivy, and having visited some of the other new Ivy, we decided to give this a try after a spot of shopping.', ""Sadly, we were disappointed. The restaurant was very noisy, the service poor and the food average. In fact it appeared that many of the staff didn't want to be there - miserable faces, rolling of eyes and unprofessional comments were all part and parcel of our experience. It almost seemed as if there was something going on which was causing an undercurrent of discontent amongst the staff. The young lady who served us was pleasant enough but seemed rushed off her feet, consequently our service was slow, whilst groups of other staff 'lounged' around - some actually leaning against walls chatting. Not what I have come to expect from this chain and I won't recommend or return to this particular branch. ""]", July 2019,g186338-d15238588-r696641647,g186338-d15238588,[],[],3,7 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '71'], ['thumbs-up-fill', '29']]","['London, United Kingdom']",feelinghungry99,Disappointed ,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r696641647-The_Ivy_Canary_Wharf-London_England.html
98,,"[""The restaurant is in a good location in Canary Wharf, especially if you're visiting in the summer. I really liked the decor - very extravagant and 'over the top' (in a nice way)."", 'The restaurant was very busy and I imagine a reservation is advised if visiting in the evenings. Despite how busy it was, I found the staff to be very quick in taking orders but also keeping the balance of not interrupting you constantly. ', ""The menu isn't very extensive but the food is good. IMO the best thing about this restaurant is the location and the atmosphere.""]", August 2019,g186338-d15238588-r695851216,g186338-d15238588,"['Value', 'Service', 'Food']","['40', '50', '40']",4,5 August 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '51'], ['thumbs-up-fill', '34']]","['London, United Kingdom']",Gunjan S,"Beautiful decor, excellent location & efficient staff",https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r695851216-The_Ivy_Canary_Wharf-London_England.html
99,,['I visited here with my friend and her daughter and after walking around trying to find somewhere for 30 mins we came across the ivy. We never had a booking but was found a table straight away. It was very busy as it was a Saturday afternoon but the service was great. The food was lovely and very reasonably priced. I will defo return in the future'], February 2019,g186338-d15238588-r689401205,g186338-d15238588,[],[],4,14 July 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '119'], ['thumbs-up-fill', '58']]",['London'],Rissacsw,Loved it,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r689401205-The_Ivy_Canary_Wharf-London_England.html
100,,"[""We have booked a table with a friend of mine whom I haven't seen in 10 years to catch up and to talk about business somehow the manager Gloria got wind of this and pretty much personally looked after us. we had the most amazing food I have had in a long long time the service was second to none. all the waiters and waitresses really looked after us for instance when the filtered table water was running low without asking and a new filled up bottle was already on the table. Furthermore after we enjoyed our delicious meal we've being given a special treat which was absolutely unique it is a very nice restaurant in a great location with very friendly staff and since the manager personally looked after us it was an experience made in heaven. I highly recommend this place and I'm very glad to return anytime.""]", June 2019,g186338-d15238588-r683877205,g186338-d15238588,[],[],5,24 June 2019,The_Ivy_Canary_Wharf,/Restaurant_Review-g186338-d15238588-Reviews-The_Ivy_Canary_Wharf-London_England.html,"[['pencil-paper', '2'], ['thumbs-up-fill', '2']]",[],soyRyco,An incredible experience,https://www.tripadvisor.co.uk/ShowUserReviews-g186338-d15238588-r683877205-The_Ivy_Canary_Wharf-London_England.html
